case_id,source_type,domain,source_name,source_url,accessed_at,original_text,surrounding_context,collection_notes,duplicate_group,expected_class,expected_range,label_confidence,label_reason,label_frozen_at,authoring_phase,actual_status,actual_status_label,actual_score,actual_grade,primary_skill_id,matched_skill_ids,actual_reason,actual_rewrite,range_pass,class_pass,verdict,failure_type,repeat_consistent,frozen_cases_sha256,evaluator_process
FB076,public_safe,finance,국무조정실 불법사금융 피해예방,https://www.opm.go.kr/opm/news/press-release.do?articleNo=156117&attachNo=140907&mode=download,2026-07-18T17:40:00+09:00,원금·고수익 보장 시 무조건 사기를 의심하십시오.,정부의 투자사기 경고,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,보장 문구를 경계하라는 금지·경고 문맥이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,87,높음,risk_finance_000001,risk_finance_000001|risk_v03_finance_return_recovery,"조건 안내에 포함된 주장으로, 적용 근거를 함께 확인해야 합니다. 수익·원금 표현과 보장·확정 표현이 결합합니다.",수익 가능성과 위험 요인을 함께 안내합니다.,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB077,public_safe,finance,시니어 온라인 부업 안내,https://economy-4-silver-generation.tistory.com/6,2026-07-18T17:40:00+09:00,수익이 지나치게 과장되거나 선입금을 요구하는 앱은 무조건 피하기.,부업 사기 예방 체크리스트,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,과장 수익 앱을 피하라는 경고다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,85,높음,risk_finance_000001,risk_finance_000001,"조건 안내에 포함된 주장으로, 적용 근거를 함께 확인해야 합니다. 수익·원금 표현과 보장·확정 표현이 결합합니다.",수익 가능성과 위험 요인을 함께 안내합니다.,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB078,public_safe,finance,부업 사기 사례 안내,https://sokjima.com/cases/case/2026-03-31-job-scam-001,2026-07-18T17:40:00+09:00,유튜브·SNS에서 ‘월 수백만원 보장’ 부업 광고를 주의하세요.,취업사기 예방 핵심,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,보장형 부업 광고에 대한 경고 문맥이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,82,높음,risk_v03_income_universal_guarantee,risk_v03_income_universal_guarantee,성과형 소득·부업 대상과 누구나·무조건·보장·확정·최소 보장 신호가 결합합니다.,"소득 산정 조건, 업무 시간, 실제 실적 범위와 지급 기준을 구체적으로 안내합니다.",FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB079,public_safe,education,진학닷컴 합격예측 안내,https://www.jinhak.com/jh/high3/regular/manual/accuracy-pr,2026-07-18T17:40:00+09:00,실제 결과는 다를 수 있으므로 참고용으로 활용해 주세요.,합격예측 적중률 페이지의 면책 문구,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,예측 결과의 한계와 참고용 성격을 명시한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB080,public_safe,education,진학닷컴 합격예측 안내,https://www.jinhak.com/jh/high3/regular/manual/accuracy-pr,2026-07-18T17:40:00+09:00,합격예측 결과는 대학의 전형 방법과 지원자 상황에 따라 달라질 수 있습니다.,합격예측 서비스의 조건 안내,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,외부 전형과 지원 상황에 따른 변동을 밝힌다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB081,public_safe,legal,법률 소비자 보호 안내,https://law-min.com/lawyer-ad-consumer-protection/,2026-07-18T17:40:00+09:00,결과를 보장하는 변호사는 없습니다.,변호사 광고 소비자 주의사항,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,법률 결과 보장을 명시적으로 부정한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB082,public_safe,legal,법무부 변호사 광고 징계 보도자료,https://www.moj.go.kr/bbs/moj/182/496925/download.do,2026-07-18T17:40:00+09:00,"부당기대유발 광고, 연고관계 선전 광고, 결과 예측 광고에 대한 징계를 강화합니다.",정부의 부당 광고 규제 설명,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,광고 유형을 비판·규제하는 정책 문맥이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB083,public_safe,legal,법률 진단 서비스 면책,https://albup.co.kr/page/detail.php?com_idx=17589,2026-07-18T17:40:00+09:00,제공된 정보는 참고용으로만 사용하시기 바라며 구체적인 법률 상담이 필요한 경우 반드시 변호사와 상담하시기 바랍니다.,법률 정보 페이지의 면책 안내,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,개별 상담 필요성과 참고용 한계를 명시한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB084,public_safe,general,요즘IT 다크패턴 분석,https://yozm.wishket.com/magazine/detail/2604/,2026-07-18T17:40:00+09:00,"‘품절 임박’, ‘1개만 남음’ 같은 재고 부족 메시지는 구매를 서두르게 만듭니다.",테무 구매 유도 패턴을 비판적으로 분석,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,긴급 문구를 분석·비판하는 메타 문맥이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB085,public_safe,general,Cisco 브랜드 보호 안내,https://www.cisco.com/c/dam/global/ko_kr/buy/brandprotection/risk/12850-cisco-apac-cust4pp-view.pdf,2026-07-18T17:40:00+09:00,가격이 인상되니 즉시 주문하라고 강요하는 공급업체와는 거래하지 마십시오.,위조품 구매 위험을 줄이는 조달 경고,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,즉시 주문 압박을 거부하라는 경고다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB086,public_safe,general,훈련복 구매 안내,https://jnsportsclub.kr/303,2026-07-18T17:40:00+09:00,훈련복의 교환은 어려우니 사이즈 확인하시고 신청 부탁 드립니다.,실제 구매 조건과 교환 제한 안내,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,구체적 구매 조건 안내이며 기만적 희소성 보장이 아니다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB087,public_safe,privacy,mSpy 법률 면책,https://www.mspy.com/blog/ko/secret-sms-forwarding/,2026-07-18T17:40:00+09:00,귀하가 소유하지 않은 장치에 라이선스 소프트웨어를 설치하는 것은 관련 법률을 위반하는 것입니다.,페이지 하단 법률 면책 조항,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,무단 설치가 법률 위반임을 명시한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB088,public_safe,privacy,로톡뉴스 감시 앱 판결 보도,https://lawtalknews.co.kr/article/7GM2S7RIRLEX,2026-07-18T17:40:00+09:00,"상대방 동의 없이 통화 내용과 문자메시지, 위치정보를 몰래 확인하는 행위는 불법입니다.",감시 앱 사건의 위법성 설명,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,비동의 감시를 불법으로 명시한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB089,public_safe,privacy,Apple Mail 사용 설명서,https://support.apple.com/ko-kr/guide/mail/mlhlp1001/mac,2026-07-18T17:40:00+09:00,자신의 메시지를 파일로 저장하거나 백업할 수 있습니다.,사용자 본인의 메일 보관 기능 설명,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,본인 데이터의 저장·백업 기능이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB090,public_safe,privacy,스토킹 피해 안전 가이드,https://www.gwff.kr/storage/board/basic/2024/02/14/BASIC_ATTACH_1707895315270.pdf,2026-07-18T17:40:00+09:00,가해자가 위치추적 앱을 사용하여 피해자 몰래 추적할 수 있으므로 주의해야 합니다.,스토킹 피해 예방 안내,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,몰래 위치추적을 경고하는 안전 문맥이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,82,높음,risk_privacy_000001,risk_privacy_000001,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB091,public_boundary,health,출두라 SMP 홍보 페이지,https://chuldula.com/,2026-07-18T17:40:00+09:00,한 번의 시술로 장기간 효과를 누리실 수 있습니다.,SMP 시술 지속성 홍보,공개 페이지의 표시 문구를 원문 그대로 전사,,boundary,0-69,high,효과 기간을 강조하지만 정량 감량·질환 치료·안전 보장은 아니다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB092,public_boundary,health,출두라 SMP 홍보 페이지,https://chuldula.com/,2026-07-18T17:40:00+09:00,실제 모발과 구분이 불가능합니다.,SMP 시술 자연스러움 홍보,공개 페이지의 표시 문구를 원문 그대로 전사,,boundary,0-69,high,최상급 품질 표현이지만 승인 조합 규칙 대상과 다르다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB093,public_boundary,health,출두라 SMP 홍보 페이지,https://chuldula.com/,2026-07-18T17:40:00+09:00,자연스러운 밀도와 방향성을 완벽히 재현합니다.,SMP 시술 결과 홍보,공개 페이지의 표시 문구를 원문 그대로 전사,,boundary,0-69,high,완벽 표현의 입증은 필요하나 구체적 고위험 결과 대상이 없다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB094,public_boundary,health,출두라 SMP 홍보 페이지,https://chuldula.com/,2026-07-18T17:40:00+09:00,1년 A/S 보장,시술 후 관리 정책 표시,공개 페이지의 표시 문구를 원문 그대로 전사,,boundary,0-69,high,서비스 보증이지 건강 결과 보장이 아니다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB095,public_boundary,general,쿠팡 운동화 세탁망,https://www.coupang.com/vp/products/9056650519?itemId=26587031317,2026-07-18T17:40:00+09:00,재고가 얼마 남지 않았습니다.,상품 상세 페이지의 재고 표시,공개 페이지의 표시 문구를 원문 그대로 전사,,boundary,0-69,high,재고 안내만 있고 구매·신청 압박은 같은 문장에 없다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB096,public_boundary,general,카페24 스토어 마케팅 가이드,https://store.cafe24.com/story/2328,2026-07-18T17:40:00+09:00,장바구니에 담으신 상품의 재고가 얼마 남지 않았으니 확인해 주세요.,장바구니 이탈 고객용 메시지 예시,공개 페이지의 표시 문구를 원문 그대로 전사,,boundary,0-69,high,확인을 권하지만 구매·신청을 직접 요구하지 않는다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB097,public_boundary,general,Work24 채용공고,https://m.work24.go.kr/wk/a/b/1500/empDetailAuthView.do,2026-07-18T17:40:00+09:00,칼퇴근 보장,채용공고의 근무환경 홍보,공개 페이지의 표시 문구를 원문 그대로 전사,,boundary,0-69,high,근무시간 표현이지 소득·투자·결과 보장이 아니다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB098,public_boundary,finance,네이버페이 운전자보험 안내,https://new-m.pay.naver.com/mymoney/insurance/contents/104,2026-07-18T17:40:00+09:00,형사 합의금이나 벌금비용 등을 보장합니다.,보험 약관상 보장 범위 설명,공개 페이지의 표시 문구를 원문 그대로 전사,,boundary,0-69,high,보험 계약상 비용 보장이며 투자 수익·원금 보장이 아니다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,85,높음,risk_v03_legal_outcome_promise,risk_v03_legal_outcome_promise,법률·행정 결과와 확정·보장·약속 표현이 결합합니다.,"사건별 사실관계와 절차에 따라 결과가 달라질 수 있으며, 가능한 대응 범위를 안내합니다.",FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB099,public_boundary,education,제로백교육,https://www.zero100edu.co.kr/,2026-07-18T17:40:00+09:00,서연고+서성한 다수 합격생 배출,교육상품의 과거 성과 표시,공개 페이지의 표시 문구를 원문 그대로 전사,,boundary,0-69,high,과거 성과 주장으로 결과 보장과 구분해야 한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB100,public_boundary,privacy,ADT캡스 홈 계약 확인서,https://assets.ctfassets.net/6esn7f73fym2/5jP47eyvXlR6K3Tzlv0D3e/0b7df8b5e06187ac247d1ea174d16a53/CAPSHome_Rental_Contract_Terms_Confirmation_251205.pdf,2026-07-18T17:40:00+09:00,서비스 제공을 위해 필요한 개인정보를 계약 조건에 따라 처리합니다.,동의 기반 보안 서비스 계약 안내,공개 페이지의 표시 문구를 원문 그대로 전사,,boundary,0-69,high,권한·계약 조건이 있는 정상적 개인정보 처리 설명이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
